LoyaltyNumber,CustomerID,MembershipLevel,JoinDate,CurrentPoints,LifetimePointsEarned,LifetimePointsRedeemed
102869,2869,Bronze,2024-12-03,1212,61661,19564
102870,2870,Bronze,2021-10-04,9963,5457,56400
102871,2871,Platinum,2024-09-02,9536,69684,14297
102872,2872,Bronze,2024-04-18,477,34659,16249
102873,2873,Gold,2022-07-30,8867,36263,4383
102874,2874,Silver,2024-09-18,6420,21360,9885
102875,2875,Silver,2026-03-02,3326,15634,27511
102876,2876,Silver,2022-11-22,8209,7423,24044
102877,2877,Silver,2021-11-04,6038,54846,55144
102878,2878,Platinum,2026-07-17,6443,60459,49357
102879,2879,Gold,2022-03-22,664,50322,15326
102880,2880,Gold,2022-11-16,2506,11124,37377
102881,2881,Silver,2022-10-15,6450,47554,23702
102882,2882,Bronze,2024-12-21,9522,37709,51039
102883,2883,Gold,2024-05-03,4173,39487,42993
102884,2884,Bronze,2022-07-15,7069,51416,12867
102885,2885,Silver,2024-06-02,9906,24815,47007
102886,2886,Bronze,2024-06-30,6829,45161,559
102887,2887,Bronze,2022-12-12,9904,49504,10962
102888,2888,Silver,2022-05-27,2121,22243,25253
102889,2889,Bronze,2024-06-12,1924,11694,19367
102890,2890,Platinum,2023-09-12,4189,28469,51500
102891,2891,Silver,2021-12-03,2251,45126,42896
102892,2892,Silver,2026-02-04,5252,35037,44138
102893,2893,Bronze,2021-12-09,8432,67371,41696
102894,2894,Gold,2025-11-03,643,70066,48165
102895,2895,Silver,2025-04-27,9734,12956,48490
102896,2896,Silver,2025-11-13,6677,19435,41908
102897,2897,Bronze,2021-10-13,5097,11193,43123
102898,2898,Silver,2021-09-07,6230,34659,14457
102899,2899,Bronze,2024-05-31,5551,31481,58154
102900,2900,Bronze,2021-10-24,4615,60515,12232
102901,2901,Gold,2021-10-31,943,47898,34840
102902,2902,Bronze,2026-05-12,4022,34275,13258
102903,2903,Platinum,2023-01-31,569,31673,5082
102904,2904,Bronze,2023-05-23,5993,69437,32735
102905,2905,Silver,2023-11-28,6125,35106,24234
102906,2906,Gold,2024-12-03,6396,73987,44245
102907,2907,Bronze,2023-10-05,5420,59545,26304
102908,2908,Silver,2024-01-29,4395,44075,13065
102909,2909,Bronze,2024-09-30,3930,57324,24295
102910,2910,Silver,2024-02-12,4437,51614,25340
102911,2911,Platinum,2022-08-27,9742,66001,25054
102912,2912,Platinum,2024-03-24,1041,56579,13672
102913,2913,Platinum,2023-02-20,2072,10464,11605
102914,2914,Bronze,2024-12-11,6061,3000,35093
102915,2915,Silver,2023-03-24,129,75163,21760
102916,2916,Platinum,2021-10-12,5019,66690,5736
102917,2917,Gold,2022-11-23,3037,52410,39055
102918,2918,Bronze,2025-07-21,6081,75560,24988
102919,2919,Bronze,2023-05-31,7318,23918,7395
102920,2920,Gold,2025-07-11,3924,1875,29700
102921,2921,Gold,2024-04-17,4524,18018,15702
102922,2922,Bronze,2026-01-06,9642,15653,17412
102923,2923,Bronze,2023-11-28,2007,37575,3449
102924,2924,Platinum,2021-12-17,4338,71463,38241
102925,2925,Bronze,2023-11-12,2579,54554,53515
102926,2926,Bronze,2025-03-12,5189,40594,13991
102927,2927,Gold,2021-10-18,914,59450,37130
102928,2928,Silver,2023-09-26,7502,29722,6832
102929,2929,Platinum,2024-08-27,296,4030,35006
102930,2930,Silver,2021-09-03,1998,65070,34788
102931,2931,Gold,2023-08-14,2736,18723,7880
102932,2932,Bronze,2025-09-12,8994,58641,6054
102933,2933,Platinum,2021-12-21,9125,36911,20862
102934,2934,Bronze,2021-12-03,5943,36716,48439
102935,2935,Gold,2025-02-01,7093,66355,52265
102936,2936,Silver,2025-05-30,4375,65381,3185
102937,2937,Bronze,2024-09-04,3178,21543,56996
102938,2938,Silver,2022-11-07,414,69441,26930
102939,2939,Gold,2025-07-25,2418,29271,59305
102940,2940,Silver,2022-10-02,7421,17408,37834
102941,2941,Silver,2021-10-08,5307,53411,12340
102942,2942,Bronze,2021-09-18,55,14711,18262
102943,2943,Platinum,2025-08-04,764,46907,53430
102944,2944,Bronze,2022-11-16,7197,70486,4121
102945,2945,Bronze,2025-07-09,6020,42761,42537
102946,2946,Silver,2024-08-05,747,4866,1659
102947,2947,Platinum,2025-02-19,7927,23454,47807
102948,2948,Bronze,2022-03-08,5065,24519,20957
102949,2949,Silver,2022-11-26,3192,15817,27880
102950,2950,Bronze,2025-06-22,4933,29815,37595
102951,2951,Silver,2023-04-21,2022,28623,50008
102952,2952,Bronze,2022-09-08,1422,64898,10779
102953,2953,Platinum,2024-04-19,3251,16041,12983
102954,2954,Bronze,2022-03-25,5666,46114,46477
102955,2955,Bronze,2025-11-24,6402,23170,59407
102956,2956,Gold,2022-05-13,9845,24543,37723
102957,2957,Gold,2024-09-25,7940,32360,22542
102958,2958,Bronze,2024-01-13,6119,46269,54214
102959,2959,Gold,2024-06-17,3493,30853,9722
102960,2960,Bronze,2024-05-20,7253,29832,45830
102961,2961,Silver,2021-08-14,8555,79187,39840
102962,2962,Bronze,2022-04-10,4707,47756,55893
102963,2963,Silver,2025-05-15,3638,46504,14778
102964,2964,Bronze,2022-03-04,6934,56044,5708
102965,2965,Silver,2026-06-15,569,61643,26024
102966,2966,Bronze,2024-10-21,802,72350,30088
102967,2967,Bronze,2023-03-18,3070,51098,39789
102968,2968,Silver,2025-05-08,1979,66378,52882
102969,2969,Bronze,2025-02-12,3275,50055,2528
102970,2970,Bronze,2023-11-23,8050,16442,10221
102971,2971,Bronze,2021-11-29,5803,72664,14566
102972,2972,Gold,2024-11-17,9146,73529,41426
102973,2973,Platinum,2024-06-01,1468,64717,43661
102974,2974,Gold,2022-03-28,7122,34459,35004
102975,2975,Gold,2023-07-10,6595,62814,13127
102976,2976,Bronze,2024-04-19,4303,17273,9512
102977,2977,Bronze,2025-10-15,3550,20123,9282
102978,2978,Platinum,2022-05-22,8328,2313,41598
102979,2979,Bronze,2025-10-13,9952,38377,16630
102980,2980,Platinum,2024-07-13,5670,73528,43932
102981,2981,Gold,2025-08-05,9274,20322,47012
102982,2982,Gold,2022-09-16,3016,23514,48119
102983,2983,Platinum,2024-12-15,6635,7592,24708
102984,2984,Bronze,2025-07-09,5530,27764,24352
102985,2985,Silver,2024-07-21,6383,31851,54599
102986,2986,Gold,2026-04-22,7844,32165,4369
102987,2987,Gold,2022-02-05,1879,69774,3632
102988,2988,Bronze,2024-02-10,8057,36246,6851
102989,2989,Gold,2026-05-09,103,63744,43843
102990,2990,Bronze,2025-09-09,9156,40062,50604
102991,2991,Bronze,2023-09-29,9202,42561,9731
102992,2992,Bronze,2026-03-18,1175,28903,50775
102993,2993,Bronze,2022-09-28,6574,7614,33339
102994,2994,Gold,2025-05-08,6542,30146,37415
102995,2995,Gold,2021-10-18,7758,47990,25304
102996,2996,Bronze,2024-07-27,4535,62509,2951
102997,2997,Bronze,2023-03-08,4119,74637,4765
102998,2998,Gold,2021-09-25,1102,48372,5667
102999,2999,Silver,2024-01-03,4385,9539,5078
103000,3000,Silver,2025-12-16,5606,43346,28066
103001,3001,Bronze,2023-08-30,9331,12070,37763
103002,3002,Gold,2026-02-06,9706,27824,38727
103003,3003,Bronze,2022-04-07,8964,65197,23445
103004,3004,Gold,2021-10-14,986,62642,52653
103005,3005,Bronze,2023-03-06,2246,2480,16621
103006,3006,Bronze,2026-01-15,2593,2054,4660
103007,3007,Silver,2025-11-03,8128,12695,8909
103008,3008,Gold,2026-04-09,1471,19717,20151
103009,3009,Bronze,2024-12-25,3306,75017,15967
103010,3010,Gold,2022-10-31,7045,52991,30327
103011,3011,Silver,2023-04-09,7436,53313,2381
103012,3012,Silver,2025-06-18,8572,62302,14130
103013,3013,Bronze,2025-09-16,6985,64397,58536
103014,3014,Silver,2026-06-07,1309,78997,50494
103015,3015,Bronze,2021-08-11,7173,51139,44233
103016,3016,Gold,2022-01-10,7542,44548,45577
103017,3017,Silver,2026-05-11,8690,70192,40739
103018,3018,Silver,2022-08-06,8924,55196,23095
103019,3019,Bronze,2022-12-03,3407,75029,58989
103020,3020,Platinum,2022-05-17,5058,26709,7555
103021,3021,Silver,2025-09-16,6262,43198,20235
103022,3022,Bronze,2024-01-31,8396,75888,41742
103023,3023,Bronze,2023-02-02,3820,16443,9485
103024,3024,Bronze,2022-03-21,1983,76920,4538
103025,3025,Bronze,2024-02-02,385,45857,31869
103026,3026,Gold,2022-05-16,4461,37165,36899
103027,3027,Silver,2022-06-07,4654,63006,451
103028,3028,Gold,2024-07-28,19,18486,27581
103029,3029,Platinum,2022-06-29,7606,51957,20065
103030,3030,Bronze,2026-05-25,7131,65165,26274
103031,3031,Bronze,2022-06-03,7337,77836,29500
103032,3032,Platinum,2022-07-22,1458,55122,53491
103033,3033,Bronze,2024-02-06,5694,56019,45260
103034,3034,Platinum,2026-07-05,4209,43435,2164
103035,3035,Bronze,2025-01-04,4002,46368,20626
103036,3036,Silver,2025-07-21,7704,26206,2466
103037,3037,Silver,2026-04-11,6326,35803,37030
103038,3038,Silver,2021-09-20,3055,60970,28926
103039,3039,Bronze,2021-09-26,9264,47036,9001
103040,3040,Silver,2024-08-05,6228,29294,21043
103041,3041,Bronze,2024-07-07,6077,77899,30536
103042,3042,Gold,2021-10-25,2936,48335,22922
103043,3043,Bronze,2023-06-30,8667,21215,30321
103044,3044,Silver,2025-09-04,3381,56010,19641
103045,3045,Bronze,2025-01-15,1283,41258,40244
103046,3046,Bronze,2024-10-31,8593,73446,55082
103047,3047,Silver,2025-01-31,5495,51673,22851
103048,3048,Platinum,2023-11-26,6782,57067,16253
103049,3049,Bronze,2023-08-08,5413,34404,57321
103050,3050,Platinum,2026-02-15,4786,29120,20145
103051,3051,Gold,2026-05-03,1195,40123,40107
103052,3052,Bronze,2025-09-29,9328,79199,38606
103053,3053,Bronze,2025-12-26,9952,31879,54642
103054,3054,Gold,2022-04-25,4234,36248,37900
103055,3055,Silver,2022-05-20,3709,75455,57731
103056,3056,Bronze,2022-07-24,6716,34676,1125
103057,3057,Silver,2024-10-09,9197,22557,9575
103058,3058,Bronze,2023-12-20,9720,43116,32801
103059,3059,Silver,2025-08-09,9919,62625,47418
103060,3060,Platinum,2024-05-13,9430,69984,42109
103061,3061,Gold,2025-09-24,8558,76467,56238
103062,3062,Platinum,2024-05-13,1634,32760,10334
103063,3063,Bronze,2021-09-21,130,74943,29199
103064,3064,Bronze,2024-04-13,2839,15192,56388
103065,3065,Silver,2024-10-31,710,62874,21418
103066,3066,Bronze,2022-04-14,8496,45679,12629
103067,3067,Bronze,2022-11-14,6763,48667,22064
103068,3068,Silver,2024-02-07,9594,17389,56304
103069,3069,Gold,2021-08-19,610,32138,665
103070,3070,Bronze,2022-11-11,4557,74376,28366
103071,3071,Gold,2022-10-19,6250,8500,9724
103072,3072,Gold,2023-04-30,3660,74361,3578
103073,3073,Gold,2024-03-22,2317,46731,6988
103074,3074,Bronze,2022-10-06,1880,26843,48092
103075,3075,Gold,2025-04-21,5461,51674,56644
103076,3076,Bronze,2024-11-21,9746,51428,12472
103077,3077,Bronze,2022-07-31,5527,61881,151
103078,3078,Silver,2022-05-24,7049,10439,37595
103079,3079,Silver,2026-05-13,1126,34321,46256
103080,3080,Bronze,2023-09-01,4888,24892,16998
103081,3081,Silver,2026-04-17,6497,50941,14502
103082,3082,Bronze,2022-12-24,3650,71146,36092
103083,3083,Bronze,2022-05-20,3353,38979,58343
103084,3084,Bronze,2022-08-01,6674,20753,43958
103085,3085,Gold,2023-09-05,548,32692,12773
103086,3086,Bronze,2023-08-16,4796,24100,17375
103087,3087,Silver,2024-05-05,1765,2553,19743
103088,3088,Bronze,2023-03-20,7385,76049,27242
103089,3089,Silver,2023-11-22,6492,70914,54473
103090,3090,Bronze,2025-05-18,9046,41229,46580
103091,3091,Gold,2026-02-02,2307,74690,56384
103092,3092,Bronze,2025-05-23,9544,6669,10026
103093,3093,Gold,2024-06-28,1469,63970,28714
103094,3094,Gold,2025-03-08,1055,61155,17268
103095,3095,Bronze,2026-02-11,615,39696,13620
103096,3096,Gold,2023-08-07,957,20437,14967
103097,3097,Silver,2025-10-13,6006,6251,10706
103098,3098,Bronze,2023-01-14,9160,79988,18371
103099,3099,Silver,2024-03-17,5543,23846,29389
103100,3100,Gold,2022-02-02,2612,26179,13175
103101,3101,Bronze,2023-08-22,2511,30741,610
103102,3102,Bronze,2026-02-26,2202,43378,26297
103103,3103,Silver,2026-06-28,1766,28349,13396
103104,3104,Gold,2024-09-02,3763,2979,14382
103105,3105,Bronze,2025-10-07,6689,61500,28899
103106,3106,Bronze,2025-10-20,2012,56169,51335
103107,3107,Silver,2025-11-22,175,57449,56092
103108,3108,Silver,2023-08-07,7837,45630,49211
103109,3109,Gold,2022-06-09,4081,7527,11374
103110,3110,Bronze,2025-12-28,6065,27704,3673
103111,3111,Bronze,2022-03-06,2835,30355,48150
103112,3112,Silver,2025-11-09,4232,64015,11182
103113,3113,Bronze,2021-11-04,3551,35601,46972
103114,3114,Platinum,2025-05-30,2159,6216,8326
103115,3115,Silver,2023-08-11,7511,9026,52399
103116,3116,Silver,2026-04-08,268,12010,29767
103117,3117,Gold,2022-01-11,2677,17454,19180
103118,3118,Bronze,2023-04-07,6116,7766,28793
103119,3119,Gold,2023-10-08,6776,34040,43290
103120,3120,Gold,2022-05-27,7578,13415,54506
103121,3121,Platinum,2025-11-10,8113,42189,54056
103122,3122,Bronze,2024-01-27,1734,78837,56509
103123,3123,Bronze,2026-01-30,4320,6659,25317
103124,3124,Bronze,2026-02-09,8873,29904,35181
103125,3125,Gold,2026-03-24,7220,20296,51682
103126,3126,Silver,2022-06-10,2430,44596,33147
103127,3127,Gold,2024-07-12,1050,23677,10194
103128,3128,Bronze,2022-11-01,657,76768,51245
103129,3129,Silver,2023-03-07,6312,51768,49692
103130,3130,Silver,2026-01-20,4173,66570,47494
103131,3131,Gold,2023-01-30,4053,63731,16325
103132,3132,Silver,2026-05-24,7395,75257,50424
103133,3133,Platinum,2023-08-08,3052,13171,8519
103134,3134,Bronze,2022-03-15,772,15727,34794
103135,3135,Silver,2022-01-20,8413,5600,15447
103136,3136,Silver,2025-10-05,9057,54616,52909
103137,3137,Platinum,2023-10-27,819,9790,29780
103138,3138,Gold,2024-09-18,7941,38287,45454
103139,3139,Bronze,2021-12-20,3695,78515,9899
103140,3140,Bronze,2022-05-18,9629,33106,45511
103141,3141,Bronze,2023-12-04,9800,41825,48183
103142,3142,Gold,2025-04-13,1792,64848,6686
103143,3143,Bronze,2023-05-16,2328,64617,25415
103144,3144,Gold,2022-05-02,4092,28976,36540
103145,3145,Silver,2025-09-01,2679,2913,23639
103146,3146,Gold,2022-04-06,2451,19019,7404
103147,3147,Bronze,2024-04-07,6174,42108,44898
103148,3148,Gold,2022-11-19,9684,50235,55705
103149,3149,Platinum,2022-07-11,3199,297,45374
103150,3150,Silver,2026-04-23,3203,26623,18998
103151,3151,Bronze,2025-03-25,7255,2527,19970
103152,3152,Silver,2022-10-12,8496,65517,33329
103153,3153,Silver,2023-01-09,5416,1639,17757
103154,3154,Silver,2022-12-02,2723,1453,56372
103155,3155,Bronze,2024-04-16,6185,66617,44849
103156,3156,Bronze,2022-04-18,5131,24933,51643
103157,3157,Silver,2022-10-10,8140,33835,40888
103158,3158,Gold,2025-12-09,2976,52169,27992
103159,3159,Silver,2021-11-27,3427,21066,57517
103160,3160,Silver,2023-01-28,5186,54378,15281
103161,3161,Bronze,2022-02-02,7411,65374,31074
103162,3162,Bronze,2023-12-08,2793,21073,59772
103163,3163,Bronze,2021-10-28,2516,2398,27417
103164,3164,Bronze,2024-05-26,6543,45882,35568
103165,3165,Bronze,2024-12-31,9905,17640,1820
103166,3166,Silver,2023-08-18,9383,20765,9889
103167,3167,Silver,2021-09-16,1917,9450,21140
103168,3168,Platinum,2023-06-08,6725,28721,2755
103169,3169,Bronze,2026-04-30,5205,41493,49640
103170,3170,Silver,2023-12-16,9528,52820,15243
103171,3171,Silver,2022-05-25,7590,20307,42320
103172,3172,Silver,2024-08-19,4860,23677,2801
103173,3173,Silver,2026-03-22,1245,44038,43466
103174,3174,Bronze,2024-10-10,8427,3647,42356
103175,3175,Silver,2024-05-05,5564,12826,12748
103176,3176,Bronze,2025-12-25,1752,29333,42906
103177,3177,Silver,2021-10-23,662,5815,17865
103178,3178,Silver,2025-09-28,3677,20682,4209
103179,3179,Gold,2025-01-18,1371,23270,55738
103180,3180,Bronze,2023-09-20,2832,10096,24386
103181,3181,Gold,2025-05-03,8378,14865,46611
103182,3182,Bronze,2025-07-06,2517,57174,35614
103183,3183,Silver,2021-11-09,8183,52720,19526
103184,3184,Gold,2022-04-24,1703,76495,7191
103185,3185,Silver,2025-03-16,4294,73011,35208
103186,3186,Bronze,2024-08-07,5067,40154,49157
103187,3187,Bronze,2026-03-25,15,5681,52075
103188,3188,Bronze,2025-11-19,9339,65960,32625
103189,3189,Silver,2026-03-19,8592,63072,16026
103190,3190,Gold,2023-09-04,8532,42998,50851
103191,3191,Gold,2022-03-06,6352,52755,18466
103192,3192,Platinum,2024-02-12,6542,40836,50795
103193,3193,Gold,2024-01-19,9761,57161,47462
103194,3194,Bronze,2023-04-09,4852,23731,7326
103195,3195,Silver,2023-01-02,7145,19083,11733
103196,3196,Bronze,2023-01-10,2998,2342,20030
103197,3197,Silver,2021-08-25,745,37366,10688
103198,3198,Silver,2022-06-05,8714,28537,52156
103199,3199,Platinum,2023-06-14,4610,63748,33494
103200,3200,Platinum,2023-02-28,9311,14769,5901
103201,3201,Silver,2022-11-22,7315,20209,54092
103202,3202,Gold,2021-12-16,9635,79976,38932
103203,3203,Platinum,2021-10-18,4549,75514,45262
103204,3204,Silver,2025-05-20,2635,67430,45764
103205,3205,Bronze,2025-11-19,9003,2708,3736
103206,3206,Bronze,2024-12-29,7077,55444,26858
103207,3207,Bronze,2022-04-04,2754,379,4088
103208,3208,Bronze,2025-10-15,3222,21241,35339
103209,3209,Bronze,2023-10-13,8912,52008,12356
103210,3210,Gold,2025-03-29,63,42274,41406
103211,3211,Bronze,2024-12-04,2940,35509,16008
103212,3212,Gold,2022-01-30,3849,72167,46516
103213,3213,Bronze,2023-02-18,5820,72602,45161
103214,3214,Bronze,2026-04-10,6847,22502,43252
103215,3215,Gold,2023-10-17,1023,7917,29563
103216,3216,Bronze,2025-03-27,7081,21597,53912
103217,3217,Silver,2023-03-16,7145,32090,56216
103218,3218,Bronze,2026-07-12,9106,27206,57803
103219,3219,Gold,2021-08-07,9984,50610,44117
103220,3220,Gold,2024-10-26,3339,28213,53382
103221,3221,Silver,2023-02-24,1364,66377,22034
103222,3222,Silver,2025-06-29,8885,52855,11602
103223,3223,Bronze,2026-08-03,1716,32583,28446
103224,3224,Silver,2024-02-22,1780,207,4874
103225,3225,Bronze,2025-08-02,8287,20658,13180
103226,3226,Platinum,2025-03-25,9974,20069,6497
103227,3227,Silver,2022-08-29,8324,29434,22893
103228,3228,Gold,2023-09-18,7554,78754,47731
103229,3229,Gold,2025-08-01,8656,62604,21323
103230,3230,Gold,2026-05-18,324,53323,58697
103231,3231,Silver,2021-10-02,6318,12548,42640
103232,3232,Bronze,2023-12-09,6065,76384,10947
103233,3233,Bronze,2024-09-06,8818,68604,6583
103234,3234,Gold,2022-06-21,4364,32522,50483
103235,3235,Bronze,2025-03-09,2087,61322,39760
103236,3236,Silver,2022-07-29,6713,15406,30188
103237,3237,Platinum,2021-11-16,1813,46282,38890
103238,3238,Silver,2023-04-08,8736,32468,35456
103239,3239,Silver,2026-07-10,5733,65305,11678
103240,3240,Gold,2022-10-12,272,19849,45973
103241,3241,Bronze,2023-09-05,6039,52430,34987
103242,3242,Bronze,2021-08-06,2798,46486,37666
103243,3243,Gold,2024-07-10,2266,42524,29374
103244,3244,Bronze,2025-08-21,8310,77848,37060
103245,3245,Gold,2022-01-13,2662,45113,21374
103246,3246,Bronze,2023-04-23,4470,57136,41174
103247,3247,Silver,2024-07-24,7280,39141,58103
103248,3248,Bronze,2025-12-19,9958,3045,29166
103249,3249,Bronze,2026-05-12,7785,18806,50124
103250,3250,Silver,2026-07-09,6931,77467,19956
103251,3251,Bronze,2022-02-09,7174,75347,40549
103252,3252,Bronze,2023-03-07,353,73819,252
103253,3253,Silver,2021-11-12,9753,60037,20119
103254,3254,Silver,2023-05-28,8159,33511,36644
103255,3255,Bronze,2023-10-02,9354,37354,26583
103256,3256,Bronze,2026-04-16,8340,25467,52607
103257,3257,Silver,2022-08-28,8258,39718,7375
103258,3258,Silver,2023-10-08,3973,37976,54977
103259,3259,Silver,2024-04-07,5625,27134,26127
103260,3260,Gold,2022-04-07,8788,69989,7000
103261,3261,Platinum,2026-02-24,4799,76682,34976
103262,3262,Bronze,2022-02-10,4751,41523,647
103263,3263,Gold,2023-09-09,2730,67571,52835
103264,3264,Bronze,2024-08-25,162,42916,11200
103265,3265,Bronze,2026-07-19,514,21599,26114
103266,3266,Bronze,2025-12-05,7515,5222,25998
103267,3267,Silver,2023-05-14,9058,78982,59095
103268,3268,Bronze,2022-08-04,8918,23580,17731
103269,3269,Silver,2022-07-11,4139,47098,34084
103270,3270,Bronze,2024-11-02,3628,171,36456
103271,3271,Gold,2023-07-24,9390,72916,12448
103272,3272,Gold,2023-02-14,674,43338,31618
103273,3273,Bronze,2023-10-14,8861,72329,15529
103274,3274,Silver,2022-04-16,7761,34429,54618
103275,3275,Gold,2023-03-16,1736,72626,22782
103276,3276,Silver,2024-10-09,3875,2009,9789
103277,3277,Platinum,2025-06-08,7324,48669,59978
103278,3278,Bronze,2023-03-28,10,27999,3009
103279,3279,Silver,2022-08-09,6395,52960,6673
103280,3280,Silver,2025-03-18,9772,46747,42273
103281,3281,Bronze,2023-07-05,5856,50877,19187
103282,3282,Bronze,2025-08-03,4277,74199,12555
103283,3283,Gold,2023-08-22,8869,38660,28311
103284,3284,Silver,2026-04-07,848,65983,49884
103285,3285,Silver,2022-11-12,319,15607,34787
103286,3286,Silver,2025-08-06,6790,4676,2046
103287,3287,Bronze,2026-06-20,3343,56163,24403
103288,3288,Gold,2024-08-09,2013,6339,15133
103289,3289,Bronze,2024-01-27,4843,39816,16519
103290,3290,Bronze,2023-10-21,9753,5770,25781
103291,3291,Silver,2022-05-07,5618,55404,36610
103292,3292,Platinum,2024-11-19,6567,49150,10802
103293,3293,Bronze,2023-11-29,632,49622,9290
103294,3294,Gold,2025-05-01,2065,15413,21207
103295,3295,Platinum,2021-11-10,9787,57272,57163
103296,3296,Silver,2026-01-30,5167,55867,50339
103297,3297,Bronze,2022-01-24,2962,16468,39910
103298,3298,Bronze,2022-04-10,3865,28340,41628
103299,3299,Silver,2022-09-24,4831,57716,51978
103300,3300,Bronze,2026-02-03,8174,40378,31483
103301,3301,Platinum,2021-10-07,4973,71034,18911
103302,3302,Silver,2026-04-21,5335,48906,39143
103303,3303,Bronze,2021-10-30,7161,42863,11188
103304,3304,Bronze,2025-10-31,3797,70141,14760
103305,3305,Bronze,2021-08-29,8013,10826,8990
103306,3306,Bronze,2024-12-02,5696,28694,6660
103307,3307,Bronze,2025-01-02,9763,7486,217
103308,3308,Gold,2026-06-05,6461,16841,43149
103309,3309,Bronze,2022-12-25,1497,9011,46997
103310,3310,Gold,2022-08-26,3880,18867,41504
103311,3311,Platinum,2022-01-23,8104,20685,27892
